ID,Sentence,Aspects,Aspect_Polarities,Opinions,Opinion_Polarities
2215,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience;prices;food,positive;positive;positive,fun;great;tasty,+1;+1;+1
2100,"Do not get the Go Go Hamburgers, no matter what the reviews say.",Go Go Hamburgers,negative,NIL,NIL
479,The sandwhiches are out-of-this world!,sandwhiches,positive,out of this world,+1
3379,"If you live in Upper Manhattan, Siam Square is THE place for Thia food.",Thia food,positive,NIL,NIL
1733,Decor is charming.,Decor,positive,charming,+1
1885,The food was very well prepared.,food,positive,well prepared,+1
1358,Really tasty spring rolls and noodles for a good price though.,spring rolls;noodles;price,positive;positive;positive,tasty;good,+1;+1
3533,Stay away from this place.,NIL,NIL,NIL,NIL
2389,"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",dim sum;food;portions;dishes;dish,negative;positive;negative;neutral;neutral,good;more;bad;smaller;cheap,+1;+1;-1;-1;+1
3087,"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.",drinks;bars;drinks,negative;negative;positive,plentiful;unique,+1;+1
2847,"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",stuff;waiter;dessert;staff,positive;positive;positive;positive,complimentary;nice;attentive,+1;+1;+1
418,"The food arrived 20 minutes after I called, cold and soggy.",food,negative,cold;soggy,-1;-1
871,"If you go for the pre-theatre menu, it's an even greater deal.",pre-theatre menu,positive,greater,+1
1556,"The one up front will smile and say What can I get for you, brother?",NIL,NIL,NIL,NIL
355,Brava La Pizza Fresca!,NIL,NIL,NIL,NIL
3266,"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.",seafood;vegetables;portion size,positive;positive;negative,wonderfully presented;tasting,+1;+1
966,"The prices cannot be beat for the quality, quantity, freshness and taste.",prices;quality;quantity;freshness;taste,positive;positive;positive;positive;positive,NIL,NIL
980,"Check it out, it won't hurt your stomach or your wallet.",stomach;wallet,positive;positive,NIL,NIL
167,"If just to drop in, quickly stuff yourself and jet out -- to keep their turn-over.",NIL,NIL,NIL,NIL
2546,"Little Tonino's is just awesome, our favorite delivery place in Kennsington, honestly the best Gnochi I have ever had!",Gnochi,positive,awesome;favorite;best,+1;+1;+1
937,INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,SERVICE;FOOD QUALITY;PRICES,negative;negative;negative,poor;exorbitant,-1;-1
2712,I have been about 4 times and have always had a great meal.,meal,positive,great,+1
1170,I go back in line like three times on average until I can't walk anymore.,line,negative,NIL,NIL
3043,We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,dinner specials;priced,positive;positive,reasonably;tasty,+1;+1
41,Horrible food and Horrible service.,food;service,negative;negative,horrible;horrible,-1;-1
3677,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,wine;cheese;fondue;table grilling,positive;positive;positive;positive,plentiful,+1
1485,Bleecker St Pizza is the best!,NIL,NIL,best,+1
42,I DO NOT RECOMMEND THE HEARTLAND BREWERY.,NIL,NIL,recommend,+1
1326,They treated us well and the food was extremely fresh and well-prepared.,food,positive,well;fresh;well-prepared,+1;+1;+1
2400,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,exotic salad;green salad;sweet basil fried tofu;peanut sauce,positive;positive;positive;positive,delicious;perfect;sweet,+1;+1;+1
3171,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,TOASTING,negative,complaint,-1
2998,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",food;garden;place,positive;positive;positive,good;great,+1;+1
1627,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",service,positive,NIL,NIL
739,"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.",food;waiter;wine;meal,negative;negative;negative;neutral,wrong,-1
2492,"The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.",chicken;steak;lamb sandwhich,positive;positive;positive,perfection;great;heartier,+1;+1;+1
2198,Faan is sooo good.,NIL,NIL,good,+1
2390,We saw them heating up at least one frozen item though I'm not sure which dim sum dish it was.,dim sum dish,negative,NIL,NIL
3467,No you're going to go back because the food was good.,food,positive,good,+1
334,The food was great and the service was even better.,food;service,positive;positive,great;better,+1;+1
1558,"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.",rice;entrees,positive;positive,best,+1
913,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,Traditional French decour;hall,positive;negative,pleasant;noisy;full,+1;-1;-1
3003,The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,fish;sushi chef;wasabi;soy sauce;sea salt,positive;positive;positive;positive;positive,fresh;perfection;fresh,+1;+1;+1
3583,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",burgers,negative,NIL,NIL
3581,My son and his girlfriend both wanted cheeseburgers and they were huge!,cheeseburgers,positive,huge,+1
2435,I really recommend the very simple Unda (Egg) rolls.,Unda (Egg) rolls,positive,recommend;simple,+1;+1
3704,I will not be coming here at 3am again.,NIL,NIL,NIL,NIL
3200,Unbelievable.,NIL,NIL,NIL,NIL
943,Very good wine choices.,wine choices,positive,good,+1
2516,"This is the only Thai place I go too in NYC, it's wonderful, and live relaxed Jazz on certain nights.",Jazz,positive,wonderful;relaxed,+1;+1
3428,We will be back.,NIL,NIL,NIL,NIL
3647,We were seated and ignored by waitstaff.,waitstaff,negative,ignored,-1
784,"If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.",lazy susans;tables,positive;positive,perfect;comfortable,+1;+1
1540,They showed up 15 minutes after the tuna melt.,tuna,positive,NIL,NIL
1980,"Tasty steak, pork loin, the works.",steak;pork loin,positive;positive,tasty,+1
292,I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.,table;wait,neutral;negative,rushed,-1
774,I went to Ruby Foos for my birthday and enjoyed our experience there.,NIL,NIL,enjoyed,+1
687,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,setting;service,positive;positive,recommend;intimate;nice,+1;+1;+1
732,"The burger was great, also.",burger,positive,great,+1
1508,"they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.",discount;service,negative;negative,enough;horrible,+1;-1
705,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",portions;food,positive;positive,cheap;small;nasty;great,+1;-1;-1;+1
1610,The pizza was great.,pizza,positive,great,+1
3479,And everytime I go there's a bunch of drunk idiots making a scene out front.,NIL,NIL,NIL,NIL
1139,I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,Edamame pureed,positive,innovative;tasty,+1;+1
1808,"however, it's the service that leaves a bad taste in my mouth.",service,negative,bad,-1
2933,"When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.",specials,neutral,NIL,NIL
2226,The price was extremely reasonable for the appetizers and food we ate.,price;appetizers;food,positive;positive;positive,reasonable,+1
2066,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",vegetarian dishes;non-veg selections,negative;positive,up to par,+1
3362,Kenny the owner is always there and he treats my family like we are part of his family.,owner,positive,NIL,NIL
2197,They need a kick out of it but until then the sushi is pretty good and the place is consistent.,sushi;place,positive;positive,good;consistent,+1;+1
547,I've had to wait only a few times during lunch but this place is definitely worth the wait.,lunch;wait,neutral;positive,worth,+1
2782,All in all the food was above average and I would return to see how they operate with four or less dinners.,food;dinners,positive;neutral,above average,+1
3046,"Judging from previous posts this used to be a good place, but not any longer.",NIL,NIL,good,+1
1398,"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",food;service;atmosphere;lunch buffet;dinner;lunch,positive;positive;positive;positive;positive;positive,delicious;excellent;pretty;great;better,+1;+1;+1;+1;+1
2406,"For appetizers, I recommend the shrimp fritters and dumplings.",appetizers;shrimp fritters;dumplings,neutral;positive;positive,recommend,+1
1178,And cheap!,NIL,NIL,cheap,+1
3625,Such nice people working here - but I have to review the food.,people;food,positive;neutral,nice,+1
2652,"The restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses.",spot lights,negative,dark;attractive;worst,-1;+1;-1
930,Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.),Times Square cocktail;ginger lemonade with vodka,positive;positive,NIL,NIL
2710,Nice find.,NIL,NIL,nice,+1
444,Veal Parmigana - Better than Patsy's!,Veal Parmigana,positive,better,+1
2467,"Great wine, great food.",wine;food,positive;positive,great;great,+1;+1
1038,"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.",service;air conditioning;meal,neutral;negative;negative,mediocre;lack;comfortable,+1;-1;+1
1921,The food and staff always surprise me with the new heights they are taken to.,food;staff,positive;positive,surprise,+1
2437,Amazing!,NIL,NIL,amazing,+1
3494,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,pizza,neutral,outstanding;love,+1;+1
783,I've always been seated propmtly.,NIL,NIL,promptly,+1
1093,"We try frequenting new restaurants all over the city, but any time that we  visit a restaurant other than Roth's we are always disappointed.",NIL,NIL,disappointed,-1
1770,honestly the worst sushi my husband and i had in our entire lives.,sushi,negative,worst,-1
646,There is nothing more pleasant than that.,NIL,NIL,pleasant,+1
2699,I would recommend this place to anyone and would without a doubt come again.,NIL,NIL,recommend,+1
151,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",food;price;decor,positive;positive;negative,great;great,+1;+1
