,ID,Sentence,Aspects,Aspect_Polarities,Opinions,Opinion_Polarities
2675,1814,"might have to buy one for me now, since I use it all the time.",NIL,NIL,NIL,NIL
2676,2782,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",keyboard;plate;mouse command buttons,positive;negative;negative,alright;cheap plastic;hollow sound,+1;-1;-1
2677,468,I purchased it this year when my old HP laptop finally died and I was looking for something smaller and lighter than a laptop to carry around for classes and traveling.,NIL,NIL,NIL,NIL
2678,1092,I Have a friend who has the other model and we put them side by side with the same dvd in (battle of the Smithsonian) After on Hour mine was at 53% life left and his was at 69% life left.,NIL,NIL,NIL,NIL
2679,1280,The latest is on my LG Netbook X12,NIL,NIL,NIL,NIL
2680,1478,Purchased as a gift for a friend.,NIL,NIL,NIL,NIL
2681,1235,I would not recommend the purchase of this modle of Toshiba Computer or any Toshiba product for that matter.,NIL,NIL,not recommend,-1
2682,1773,I've never had problems with viruses.,NIL,NIL,NIL,NIL
2683,1854,"After they found no other way, they told me to courier it to them(since they don't allow the use of the post office) at my expense, and sent me a 4 page list of very specific packaging instructions to follow or it wouldn't be covered.",NIL,NIL,NIL,NIL
2684,1511,There are so many wonderful features and benefits to the new MacBook!,features,positive,wonderful,+1
2685,563,the mcbook pro notebook will make it easy for you to write and read your emails at blazing speeds.,speeds,positive,easy;blazing,+1;+1
2686,2668,The only thing i can say is that the touch pad doesnt work like it should all the time.,touch pad,negative,n't work,-1
2687,1535,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",size;features;lighted keyboard;mouse pad,positive;positive;positive;positive,love;fast;great;fantastic;lighted;easy,+1;+1;+1;+1;+1;+1
2688,2991,Battery life needs more life.,Battery life,negative,NIL,NIL
2689,132,For some odd reasons the computer doesn't reconize the operation system.,operation system,negative,n't recognize,-1
2690,1011,I had to wait 3 weeks to get it back and it still is not working properly.,NIL,NIL,not working properly,-1
2691,466,I am going to go back and return at Store I bought from!,NIL,NIL,NIL,NIL
2692,208,The trackpad was easy to learn and navigate.,trackpad,positive,easy,+1
2693,2314,"Applications open in seconds and there are no lags, hiccups or awkward moments when you wonder whether your computer is out for tea.",Applications,positive,open in seconds,+1
2694,2552,My husband purchased a laptop at the same time for about $300 less (he got a pc).,NIL,NIL,NIL,NIL
2695,634,I respond that I do not have the old computer and this way I would lose the data on my hard drive.,hard drive,negative,NIL,NIL
2696,1926,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,Windows;Warrenty;agents,neutral;neutral;negative,completely failed,-1
2697,880,I think this ps was manufactured in the mid 90's.,NIL,NIL,NIL,NIL
2698,721,both upgrades were quickly accomplished after purchasing the necessary Product Key.,NIL,NIL,quickly accomplished,+1
2699,2849,I have owned it only two months!,NIL,NIL,NIL,NIL
2700,360,I love my macbook pro!,NIL,NIL,love,+1
2701,1572,From the moment I opened the box to the present it has been a great joy.,NIL,NIL,great joy,+1
2702,247,I bought this eMachines Notebook PC in January of this year and I am highly dissatisfied with it.,NIL,NIL,highly dissatisfied,-1
2703,2417,Even though the computer is larger they did not make the keyboard larger.,keyboard,negative,larger,+1
2704,1715,"Thanks, MacConnection, for making this a seamless purchase!",NIL,NIL,NIL,NIL
2705,500,We paid for the three year warranty and the extended warranty after that one ended as well.,three year warranty;extended warranty,neutral;neutral,NIL,NIL
2706,859,"Its not just slow on the internet, its slow in general.",internet,negative,slow;slow,-1;-1
2707,1504,It has just enough RAM to run smoothly and enough memory to satisfy my needs.,RAM;memory,positive;positive,enough;smoothly;enough,+1;+1;+1
2708,2474,The difference is phenomenal.,NIL,NIL,NIL,NIL
2709,158,"I acually believe the issue is with the Nvidia grafics card, but still requires a return.",Nvidia grafics card,negative,NIL,NIL
2710,2421,I am a freelance graphic artist.,NIL,NIL,NIL,NIL
2711,2567,"No waiting to have my claim reviewed by someone in another state (or more often, another country).",NIL,NIL,NIL,NIL
2712,1961,I did not like my acer.,NIL,NIL,not like,-1
2713,2879,My husband got me this for Chrismas after getting me a very expensve laptop that did not work after 2 days.,work,negative,expensive;not work,-1;-1
2714,946,  Problem fixed which is great but there went another two weeks without my laptop at school.,NIL,NIL,great,+1
2715,1565,The resolution is even higher then any other laptop on the market.,resolution,positive,higher,+1
2716,2854,"Then just the other day, my left ""mouse"" button snapped!","left ""mouse"" button",negative,snapped,-1
2717,2585,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,keyboard;feature;type,positive;positive;positive,easy;great,+1;+1
2718,2692,"Laptop is advertised as a 15"" but the casing looks like that of a 17"".","casing;15"";17""",negative;neutral;neutral,NIL,NIL
2719,1146,  Remember to do your research first before consider buying a toshiba product.,NIL,NIL,NIL,NIL
2720,413,I bought this laptop the moment unibody product came to the market.,NIL,NIL,NIL,NIL
2721,2634,The only time I have restarted is during system updates.,NIL,NIL,NIL,NIL
2722,2232,mac is extremely different than any other laptop.,NIL,NIL,NIL,NIL
2723,3018,The feel of this machine compared to the old MacBook is far superior.,feel,positive,far superior,+1
2724,49,"In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.",hard disc,negative,NIL,NIL
2725,2614,"It's great and we will always stick with Apple computers, we have been so happy with them.",NIL,NIL,great;happy,+1;+1
2726,981,  I should have realized that trouble was brewing .,NIL,NIL,NIL,NIL
2727,259,"They break down just as often as PCs do, and the only reason they don't get viruses, is because no one makes viruses for them, they're not better in any way, they are worse, try finding virus protection programs for a Mac, they don't exist.",virus protection programs for a Mac,negative,break down;not better;worse,-1;-1;-1
2728,2774,Thank you.,NIL,NIL,NIL,NIL
2729,2256,The benefits were immediate!,NIL,NIL,NIL,NIL
2730,1550,Much faster than my old windows laptop that died on me.,NIL,NIL,much faster,+1
2731,1721,"Never any doubt I would get a MacBook, just wasn't sure which one.",NIL,NIL,NIL,NIL
2732,2146,"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",Screen;HDMI,positive;neutral,way bigger,+1
2733,1399,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,graphics;wireless switch,negative;negative,awful,-1
2734,2400,The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.,build quality,positive,excellent;recommend,+1;+1
2735,1917,I bought my Acer Aspire custom made in June 2008.,NIL,NIL,NIL,NIL
2736,1302,I guess he was the technical person.,technical person,neutral,NIL,NIL
2737,2815,They click.,NIL,NIL,NIL,NIL
2738,534,A seventy dollar mouse!,mouse,neutral,NIL,NIL
2739,429,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",shipped,negative,quickly,+1
2740,978,I have the A65 - right now it's a paperweight.,NIL,NIL,NIL,NIL
2741,2301,when i first got it i thought the size of it was a joke.,size,negative,NIL,NIL
2742,2087,"That being said, it still runs video in full screen decently.",NIL,NIL,NIL,NIL
2743,2378,It is fast and i have not had a problem with internet connection or any other problems.,internet connection,positive,fast,+1
2744,2722,I'm really impressed with the quality and performance for the price of the computer.,quality;performance;price,positive;positive;positive,impressed,+1
2745,1058,"But when I received my replacement, I made BOTH recovery DVDs (4), and a driver/application DVD.",recovery DVDs;driver/application DVD,neutral;neutral,NIL,NIL
2746,2252,"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.",photo detection software,positive,NIL,NIL
2747,2781,The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,speakers,negative,terrible;cheapest,-1;-1
2748,927,"So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the price of a new one).",price,negative,NIL,NIL
2749,2293,What's really great about this product is you may have a family member who is computer illiterate and you can pretty much just let them loose on this computer without any real supervision.,NIL,NIL,great,+1
2750,424,"The lesson learned here is: It does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times.",NIL,NIL,NIL,NIL
2751,2316,PDF files can be viewed instantly.,NIL,NIL,NIL,NIL
2752,2008,Dell Latitude d620 is not a reliable machine.,NIL,NIL,NIL,NIL
2753,1726,I have had it for almost four years now and I have only had a few problems with it.,NIL,NIL,NIL,NIL
2754,2779,Overall for the money this is a good deal.,NIL,NIL,good,+1
2755,2955,"It is so simple to use, I use it more than my desktop.",use,positive,simple,+1
2756,2697,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,touchpad;screen;mouse pointer,negative;neutral;negative,problem,-1
2757,1575,I saved for this laptop for 3 months and I can tell you personally it was worth the wait.,NIL,NIL,worth,+1
2758,1007,"I own a Hewlett Packard laptop and I've had man problems with it since I bought in in Feb, 201",NIL,NIL,NIL,NIL
2759,979,   It has a overheating issue - nearly to the point of being dangerous.,NIL,NIL,overheating issue,-1
2760,2357,I have had no problems with it unlike some hardware defects on past models.,hardware,negative,NIL,NIL
2761,1087,"EITHER WAY, THE KEYBOARD IS UNSATISFACTORY.",KEYBOARD,negative,unsatisfactory,-1
2762,2529,"Well, I have to say since I bought my Mac, I won't ever go back to any Windows.",Windows,negative,NIL,NIL
2763,2111,"I took it in to the Apple store and guess what? They fixed it, no cost out of pocket.",cost,negative,NIL,NIL
2764,71,I have used different laptops in the past and I have to rate this one way above the rest.,NIL,NIL,way above,+1
